Mã,Tên,Tên Tiếng Anh,Cấp,Mã TP,Tình/ Thành Phố,Nghị định
01,Thành phố Hà Nội,,Thành phố Trung ương,,,
00874,Xã Quản Bạ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00883,Xã Cán Tỷ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00889,Xã Nghĩa Thuận,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00892,Xã Tùng Vài,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00901,Xã Lùng Tám,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00913,Xã Vị Xuyên,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00919,Xã Minh Tân,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00922,Xã Thuận Hoà,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00925,Xã Tùng Bá,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00928,Xã Thanh Thủy,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00937,Xã Lao Chải,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00952,Xã Cao Bồ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00958,Xã Thượng Sơn,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00967,Xã Việt Lâm,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00970,Xã Linh Hồ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00976,Xã Bạch Ngọc,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00982,Xã Minh Sơn,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00985,Xã Giáp Trung,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00991,Xã Bắc Mê,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
00994,Xã Minh Ngọc,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01006,Xã Yên Cường,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01012,Xã Đường Hồng,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01021,Xã Hoàng Su Phì,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01024,Xã Bản Máy,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01033,Xã Thàng Tín,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01051,Xã Tân Tiến,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01057,Xã Pờ Ly Ngài,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01075,Xã Nậm Dịch,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01084,Xã Hồ Thầu,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01090,Xã Thông Nguyên,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01096,Xã Pà Vầy Sủ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01108,Xã Xín Mần,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01117,Xã Trung Thịnh,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01141,Xã Nấm Dẩn,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01144,Xã Quảng Nguyên,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01147,Xã Khuôn Lùng,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01153,Xã Bắc Quang,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01156,Xã Vĩnh Tuy,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01165,Xã Đồng Tâm,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01171,Xã Tân Quang,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01180,Xã Bằng Hành,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01192,Xã Liên Hiệp,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01201,Xã Hùng An,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01216,Xã Đồng Yên,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01225,Xã Tiên Nguyên,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01234,Xã Yên Thành,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01237,Xã Quang Bình,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01243,Xã Tân Trịnh,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01246,Xã Bằng Lang,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01255,Xã Xuân Giang,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
01261,Xã Tiên Yên,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02212,Phường Nông Tiến ,,Phường,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02215,Phường Minh Xuân,,Phường,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02221,Xã Nà Hang,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02239,Xã Thượng Nông,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02245,Xã Côn Lôn,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02248,Xã Yên Hoa,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02260,Xã Hồng Thái ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02266,Xã Lâm Bình ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02269,Xã Thượng Lâm,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02287,Xã Chiêm Hoá,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02296,Xã Bình An,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02302,Xã Minh Quang,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02305,Xã Trung Hà,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02308,Xã Tân Mỹ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02317,Xã Yên Lập,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02320,Xã Tân An,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02332,Xã Kiên Đài,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02350,Xã Kim Bình,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02353,Xã Hoà An,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02359,Xã Tri Phú ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02365,Xã Yên Nguyên,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02374,Xã Hàm Yên,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02380,Xã Bạch Xa,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02392,Xã Phù Lưu,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02398,Xã Yên Phú,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02404,Xã Bình Xa,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02407,Xã Thái Sơn,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02419,Xã Thái Hoà,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02425,Xã Hùng Đức,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02434,Xã Lực Hành,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02437,Xã Kiến Thiết,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02449,Xã Xuân Vân,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02455,Xã Hùng Lợi,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02458,Xã Trung Sơn,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02470,Xã Tân Long,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02473,Xã Yên Sơn,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02494,Xã Thái Bình,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02509,Phường Mỹ Lâm,,Phường,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02512,Phường An Tường,,Phường,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02524,Phường Bình Thuận ,,Phường,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02530,Xã Nhữ Khê,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02536,Xã Sơn Dương,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02545,Xã Tân Trào,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02548,Xã Bình Ca,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02554,Xã Minh Thanh,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02572,Xã Đông Thọ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02578,Xã Tân Thanh,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02608,Xã Hồng Sơn,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02611,Xã Phú Lương,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02620,Xã Sơn Thuỷ,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
02623,Xã Trường Sinh,,Xã,08,Tỉnh Tuyên Quang,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025
11,Tỉnh Điện Biên,,Tỉnh,,,202/2025/QH15 - 12/06/2025
11,Tỉnh Điện Biên,,Tỉnh,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03127,Phường Điện Biên Phủ,,Phường,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03151,Phường Mường Lay,,Phường,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03158,Xã Sín Thầu,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03160,Xã Mường Nhé,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03162,Xã Nậm Kè,Nam Ke commune,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03163,Xã Mường Toong,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03164,Xã Quảng Lâm,Quang Lam Commune,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03166,Xã Mường Chà,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03169,Xã Nà Hỳ,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03172,Xã Na Sang,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03175,Xã Chà Tở,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03176,Xã Nà Bủng,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03181,Xã Mường Tùng,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03193,Xã Pa Ham,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03194,Xã Nậm Nèn,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03199,Xã Si Pa Phìn,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03202,Xã Mường Pồn,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03203,Xã Na Son,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03208,Xã Xa Dung,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03214,Xã Mường Luân,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03217,Xã Tủa Chùa,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03220,Xã Tủa Thàng,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03226,Xã Sín Chải,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03241,Xã Sính Phình,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03244,Xã Sáng Nhè,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03253,Xã Tuần Giáo,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03256,Xã Mường Ảng,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03260,Xã Pú Nhung,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03268,Xã Mường Mùn,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03283,Xã Chiềng Sinh,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03295,Xã Quài Tở,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03301,Xã Búng Lao,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03313,Xã Mường Lạn,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03316,Xã Nà Tấu,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03325,Xã Mường Phăng,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03328,Xã Thanh Nưa,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03334,Phường Mường Thanh,,Phường,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03349,Xã Thanh Yên,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03352,Xã Thanh An,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03356,Xã Sam Mứn,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03358,Xã Núa Ngam,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03368,Xã Mường Nhà,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03370,Xã Pu Nhi,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03382,Xã Phình Giàng,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
03385,Xã Tìa Dình,,Xã,11,Tỉnh Điện Biên,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025
12,Tỉnh Lai Châu,,Tỉnh,,,202/2025/QH15 - 12/06/2025
12,Tỉnh Lai Châu,,Tỉnh,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03388,Phường Đoàn Kết,,Phường,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03390,Xã Bình Lư,Tam Đường town,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03394,Xã Sin Suối Hồ,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03405,Xã Tả Lèng,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03408,Phường Tân Phong,,Phường,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03424,Xã Bản Bo,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03430,Xã Khun Há,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03433,Xã Bum Tở,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03434,Xã Nậm Hàng,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03439,Xã Thu Lũm,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03442,Xã Pa Ủ,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03445,Xã Mường Tè,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03451,Xã Mù Cả,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03460,Xã Hua Bum,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03463,Xã Tà Tổng,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03466,Xã Bum Nưa,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03472,Xã Mường Mô,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03478,Xã Sìn Hồ,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03487,Xã Lê Lợi,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03503,Xã Pa Tần,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03508,Xã Hồng Thu,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03517,Xã Nậm Tăm,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03529,Xã Tủa Sín Chải,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03532,Xã Pu Sam Cáp,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03538,Xã Nậm Mạ,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03544,Xã Nậm Cuổi,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03549,Xã Phong Thổ,Phong Thổ town,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03562,Xã Sì Lở Lầu,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03571,Xã Dào San,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03583,Xã Khổng Lào,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03595,Xã Than Uyên,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03598,Xã Tân Uyên,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03601,Xã Mường Khoa,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03613,Xã Nậm Sỏ,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03616,Xã Pắc Ta,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03618,Xã Mường Than,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03637,Xã Mường Kim,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
03640,Xã Khoen On,,Xã,12,Tỉnh Lai Châu,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025
14,Tỉnh Sơn La,,Tỉnh,,,202/2025/QH15 - 12/06/2025
14,Tỉnh Sơn La,,Tỉnh,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03646,Phường Tô Hiệu,,Phường,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03664,Phường Chiềng An,,Phường,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03670,Phường Chiềng Cơi,,Phường,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03679,Phường Chiềng Sinh,,Phường,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03688,Xã Mường Chiên,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03694,Xã Mường Giôn,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03703,Xã Quỳnh Nhai,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03712,Xã Mường Sại,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03721,Xã Thuận Châu,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03724,Xã Bình Thuận,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03727,Xã Mường É,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03754,Xã Chiềng La,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03757,Xã Mường Khiêng,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03760,Xã Mường Bám,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03763,Xã Long Hẹ,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03781,Xã Co Mạ,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
03784,Xã Nậm Lầu,,Xã,14,Tỉnh Sơn La,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025
